sample_index_0,signal_time_us,i_i16,q_i16,dma_u32
10908,21.816,-8,-1,4294967288
10909,21.818,-9,-6,4294639607
10910,21.82,-3,-6,4294639613
10911,21.822,1,-3,4294770689
10912,21.824,7,-8,4294443015
10913,21.826,-9,-2,4294901751
10914,21.828,-7,-8,4294508537
10915,21.83,-2,-4,4294770686
10916,21.832,-6,-5,4294705146
10917,21.834,9,-4,4294705161
10918,21.836,0,-7,4294508544
10919,21.838,-1,2,196607
10920,21.84,-2,-5,4294705150
10921,21.842,-1,8,589823
10922,21.844,0,2,131072
10923,21.846,-8,-5,4294705144
10924,21.848,-6,9,655354
10925,21.85,-5,-5,4294705147
10926,21.852,-1,-8,4294508543
10927,21.854,-6,9,655354
10928,21.856,-6,8,589818
10929,21.858,-10,-2,4294901750
10930,21.86,-4,-6,4294639612
10931,21.862,-4,6,458748
10932,21.864,1,8,524289
10933,21.866,-4,4,327676
10934,21.868,-6,-9,4294443002
10935,21.87,10,2,131082
10936,21.872,-3,5,393213
10937,21.874,8,2,131080
10938,21.876,8,8,524296
10939,21.878,-1,2,196607
10940,21.88,-2,-7,4294574078
10941,21.882,-3,-10,4294377469
10942,21.884,-3,10,720893
10943,21.886,-9,1,131063
10944,21.888,7,8,524295
10945,21.89,-2,5,393214
10946,21.892,-10,10,720886
10947,21.894,-6,-9,4294443002
10948,21.896,1,10,655361
10949,21.898,-6,9,655354
10950,21.9,10,6,393226
10951,21.902,-10,10,720886
10952,21.904,-2,7,524286
10953,21.906,-10,-5,4294705142
10954,21.908,-2,-10,4294377470
10955,21.91,9,-10,4294311945
10956,21.912,-8,-4,4294770680
10957,21.914,-4,-9,4294443004
10958,21.916,2,-8,4294443010
10959,21.918,-6,3,262138
10960,21.92,-10,8,589814
10961,21.922,-2,9,655358
10962,21.924,-5,-2,4294901755
10963,21.926,6,3,196614
10964,21.928,4,-10,4294311940
10965,21.93,-9,-4,4294770679
10966,21.932,5,6,393221
10967,21.934,7,-9,4294377479
10968,21.936,-7,7,524281
10969,21.938,9,3,196617
10970,21.94,7,-3,4294770695
10971,21.942,-9,-2,4294901751
10972,21.944,9,3,196617
10973,21.946,-5,-1,4294967291
10974,21.948,-7,-3,4294836217
10975,21.95,9,10,655369
10976,21.952,2,-10,4294311938
10977,21.954,10,10,655370
10978,21.956,-9,4,327671
10979,21.958,-8,6,458744
10980,21.96,6,-3,4294770694
10981,21.962,4,6,393220
10982,21.964,8,-7,4294508552
10983,21.966,-7,4,327673
10984,21.968,0,-8,4294443008
10985,21.97,-7,0,65529
10986,21.972,4,-1,4294901764
10987,21.974,-7,6,458745
10988,21.976,-4,6,458748
10989,21.978,9,9,589833
10990,21.98,2,-2,4294836226
10991,21.982,-8,8,589816
10992,21.984,1,3,196609
10993,21.986,5,6,393221
10994,21.988,1,-9,4294377473
10995,21.99,-2,9,655358
10996,21.992,6,7,458758
10997,21.994,0,6,393216
10998,21.996,-5,-6,4294639611
10999,21.998,9,-10,4294311945
11000,22,-2,-8,4294508542
11001,22.002,-3,2,196605
11002,22.004,0,-7,4294508544
11003,22.006,-9,4,327671
11004,22.008,-10,-7,4294574070
11005,22.01,1,10,655361
11006,22.012,-4,-1,4294967292
11007,22.014,4,8,524292
11008,22.016,-4,-7,4294574076
11009,22.018,9,2,131081
11010,22.02,5,-6,4294574085
11011,22.022,5,2,131077
11012,22.024,7,8,524295
11013,22.026,6,-8,4294443014
11014,22.028,-9,-6,4294639607
11015,22.03,10,1,65546
11016,22.032,1,9,589825
11017,22.034,3,10,655363
11018,22.036,-5,-10,4294377467
11019,22.038,-6,7,524282
11020,22.04,9,-3,4294770697
11021,22.042,-1,-8,4294508543
11022,22.044,0,-1,4294901760
11023,22.046,-8,-9,4294443000
11024,22.048,-2,5,393214
11025,22.05,9,-6,4294574089
11026,22.052,1,4,262145
11027,22.054,8,-2,4294836232
11028,22.056,-2,-10,4294377470
11029,22.058,-8,3,262136
11030,22.06,-6,6,458746
11031,22.062,-8,10,720888
11032,22.064,-2,0,65534
11033,22.066,1,-8,4294443009
11034,22.068,1,5,327681
11035,22.07,5,3,196613
11036,22.072,5,-4,4294705157
11037,22.074,-6,10,720890
11038,22.076,7,9,589831
11039,22.078,3,8,524291
11040,22.08,-1,-10,4294377471
11041,22.082,3,8,524291
11042,22.084,-9,-8,4294508535
11043,22.086,3,7,458755
11044,22.088,-9,-10,4294377463
11045,22.09,-9,-8,4294508535
11046,22.092,1,-9,4294377473
11047,22.094,-7,-3,4294836217
11048,22.096,7,-7,4294508551
11049,22.098,5,-6,4294574085
11050,22.1,-8,4,327672
11051,22.102,-3,1,131069
11052,22.104,8,-4,4294705160
11053,22.106,-7,-6,4294639609
11054,22.108,-9,-10,4294377463
11055,22.11,1,4,262145
11056,22.112,0,-2,4294836224
11057,22.114,5,3,196613
11058,22.116,-5,8,589819
11059,22.118,8,-5,4294639624
11060,22.12,9,8,524297
11061,22.122,0,3,196608
11062,22.124,4,-6,4294574084
11063,22.126,9,-6,4294574089
11064,22.128,7,6,393223
11065,22.13,4,-9,4294377476
11066,22.132,-1,8,589823
11067,22.134,0,0,0
11068,22.136,-9,7,524279
11069,22.138,-2,-4,4294770686
11070,22.14,9,10,655369
11071,22.142,-9,-10,4294377463
11072,22.144,-9,10,720887
11073,22.146,-3,5,393213
11074,22.148,-3,-6,4294639613
11075,22.15,-6,5,393210
11076,22.152,-2,-8,4294508542
11077,22.154,1,1,65537
11078,22.156,-3,4,327677
11079,22.158,10,0,10
11080,22.16,2,-8,4294443010
11081,22.162,-7,-6,4294639609
11082,22.164,-7,-2,4294901753
11083,22.166,6,-10,4294311942
11084,22.168,3,-3,4294770691
11085,22.17,-1,-3,4294836223
11086,22.172,9,2,131081
11087,22.174,0,5,327680
11088,22.176,2,6,393218
11089,22.178,0,2,131072
11090,22.18,8,-1,4294901768
11091,22.182,4,-5,4294639620
11092,22.184,10,6,393226
11093,22.186,-6,-7,4294574074
11094,22.188,5,5,327685
11095,22.19,2,0,2
11096,22.192,1,-7,4294508545
11097,22.194,4,5,327684
11098,22.196,4,-9,4294377476
11099,22.198,9,8,524297
11100,22.2,-5,7,524283
11101,22.202,-1,-1,4294967295
11102,22.204,-9,0,65527
11103,22.206,-6,-3,4294836218
11104,22.208,-7,3,262137
11105,22.21,-4,0,65532
11106,22.212,-7,2,196601
11107,22.214,-2,8,589822
11108,22.216,6,4,262150
11109,22.218,-9,2,196599
11110,22.22,3,-5,4294639619
11111,22.222,-2,-5,4294705150
11112,22.224,-9,5,393207
11113,22.226,3,-1,4294901763
11114,22.228,4,9,589828
11115,22.23,6,6,393222
11116,22.232,-1,7,524287
11117,22.234,-8,4,327672
11118,22.236,-7,-4,4294770681
11119,22.238,-7,-6,4294639609
11120,22.24,8,4,262152
11121,22.242,-10,4,327670
11122,22.244,8,-4,4294705160
11123,22.246,0,-2,4294836224
11124,22.248,-3,9,655357
11125,22.25,-2,-1,4294967294
11126,22.252,7,9,589831
11127,22.254,-6,4,327674
11128,22.256,5,-5,4294639621
11129,22.258,1,5,327681
11130,22.26,-10,-10,4294377462
11131,22.262,-3,2,196605
11132,22.264,-9,-3,4294836215
11133,22.266,-4,7,524284
11134,22.268,5,10,655365
11135,22.27,1,-10,4294311937
11136,22.272,-1,-8,4294508543
11137,22.274,3,-10,4294311939
11138,22.276,-2,-6,4294639614
11139,22.278,-6,10,720890
11140,22.28,-1,7,524287
11141,22.282,-4,-8,4294508540
11142,22.284,4,-2,4294836228
11143,22.286,8,-8,4294443016
11144,22.288,10,0,10
11145,22.29,-10,4,327670
11146,22.292,9,10,655369
11147,22.294,-2,-3,4294836222
11148,22.296,8,9,589832
11149,22.298,3,-7,4294508547
11150,22.3,-9,-4,4294770679
11151,22.302,-9,-7,4294574071
11152,22.304,-1,-10,4294377471
11153,22.306,5,4,262149
11154,22.308,3,10,655363
11155,22.31,-7,8,589817
11156,22.312,-10,5,393206
11157,22.314,2,2,131074
11158,22.316,-6,-7,4294574074
11159,22.318,2,2,131074
11160,22.32,-4,-3,4294836220
11161,22.322,7,6,393223
11162,22.324,1,-2,4294836225
11163,22.326,0,-9,4294377472
11164,22.328,-7,-2,4294901753
11165,22.33,8,-7,4294508552
11166,22.332,0,-4,4294705152
11167,22.334,6,10,655366
11168,22.336,-8,-2,4294901752
11169,22.338,2,-4,4294705154
11170,22.34,4,-10,4294311940
11171,22.342,9,-8,4294443017
11172,22.344,3,5,327683
11173,22.346,8,1,65544
11174,22.348,6,-4,4294705158
11175,22.35,0,-6,4294574080
11176,22.352,7,-5,4294639623
11177,22.354,-10,-5,4294705142
11178,22.356,8,-1,4294901768
11179,22.358,-1,10,720895
11180,22.36,-5,-8,4294508539
11181,22.362,2,7,458754
11182,22.364,-1,7,524287
11183,22.366,-4,0,65532
11184,22.368,7,-1,4294901767
11185,22.37,9,-2,4294836233
11186,22.372,7,-3,4294770695
11187,22.374,-7,-4,4294770681
11188,22.376,2,6,393218
11189,22.378,10,-4,4294705162
11190,22.38,2,3,196610
11191,22.382,-7,-8,4294508537
11192,22.384,-2,8,589822
11193,22.386,9,8,524297
11194,22.388,-1,-9,4294443007
11195,22.39,-7,-2,4294901753
11196,22.392,-3,3,262141
11197,22.394,7,-3,4294770695
11198,22.396,10,5,327690
11199,22.398,-8,5,393208
11200,22.4,2,-1,4294901762
11201,22.402,-4,2,196604
11202,22.404,4,4,262148
11203,22.406,8,10,655368
11204,22.408,0,10,655360
11205,22.41,-6,2,196602
11206,22.412,8,7,458760
11207,22.414,2,-10,4294311938
11208,22.416,-3,-2,4294901757
11209,22.418,3,1,65539
11210,22.42,8,-8,4294443016
11211,22.422,-8,5,393208
11212,22.424,-8,-10,4294377464
11213,22.426,-2,-8,4294508542
11214,22.428,0,2,131072
11215,22.43,1,-8,4294443009
11216,22.432,-5,-8,4294508539
11217,22.434,6,6,393222
11218,22.436,7,9,589831
11219,22.438,-10,10,720886
11220,22.44,10,10,655370
11221,22.442,3,-1,4294901763
11222,22.444,1,-6,4294574081
11223,22.446,0,-8,4294443008
11224,22.448,-6,-3,4294836218
11225,22.45,10,-8,4294443018
11226,22.452,6,5,327686
11227,22.454,-8,-4,4294770680
11228,22.456,5,-6,4294574085
11229,22.458,-9,6,458743
11230,22.46,5,1,65541
11231,22.462,9,-8,4294443017
11232,22.464,-8,8,589816
11233,22.466,1,3,196609
11234,22.468,10,0,10
11235,22.47,8,-3,4294770696
11236,22.472,-2,2,196606
11237,22.474,-10,-3,4294836214
11238,22.476,-8,5,393208
11239,22.478,-7,-8,4294508537
11240,22.48,3,-8,4294443011
11241,22.482,-8,-6,4294639608
11242,22.484,2,10,655362
11243,22.486,-9,5,393207
11244,22.488,6,1,65542
11245,22.49,6,-2,4294836230
11246,22.492,9,1,65545
11247,22.494,10,-2,4294836234
11248,22.496,6,2,131078
11249,22.498,-5,3,262139
11250,22.5,1,0,1
11251,22.502,10,-9,4294377482
11252,22.504,7,-6,4294574087
11253,22.506,4,2,131076
11254,22.508,-7,-7,4294574073
11255,22.51,-10,-3,4294836214
11256,22.512,-4,2,196604
11257,22.514,3,10,655363
11258,22.516,0,-4,4294705152
11259,22.518,-2,-1,4294967294
11260,22.52,-1,7,524287
11261,22.522,-2,9,655358
11262,22.524,-9,-2,4294901751
11263,22.526,6,-9,4294377478
11264,22.528,-9,10,720887
11265,22.53,3,-2,4294836227
11266,22.532,2,2,131074
11267,22.534,-8,0,65528
11268,22.536,9,-2,4294836233
11269,22.538,6,3,196614
11270,22.54,0,5,327680
11271,22.542,-6,-5,4294705146
11272,22.544,-7,0,65529
11273,22.546,-1,10,720895
11274,22.548,-4,7,524284
11275,22.55,3,10,655363
11276,22.552,4,-2,4294836228
11277,22.554,10,-1,4294901770
11278,22.556,3,-8,4294443011
11279,22.558,-4,6,458748
11280,22.56,-10,0,65526
11281,22.562,8,6,393224
11282,22.564,-6,-1,4294967290
11283,22.566,-6,6,458746
11284,22.568,7,1,65543
11285,22.57,6,-7,4294508550
11286,22.572,-10,-8,4294508534
11287,22.574,-9,-8,4294508535
11288,22.576,0,-5,4294639616
11289,22.578,-3,4,327677
11290,22.58,-3,-2,4294901757
11291,22.582,0,-9,4294377472
11292,22.584,-5,3,262139
11293,22.586,1,-3,4294770689
11294,22.588,-8,-10,4294377464
11295,22.59,-1,-1,4294967295
11296,22.592,2,2,131074
11297,22.594,0,-1,4294901760
11298,22.596,-10,6,458742
11299,22.598,-1,-7,4294574079
11300,22.6,-1,-5,4294705151
11301,22.602,2,-3,4294770690
11302,22.604,3,-1,4294901763
11303,22.606,-7,10,720889
11304,22.608,8,4,262152
11305,22.61,10,-6,4294574090
11306,22.612,8,6,393224
11307,22.614,-7,-4,4294770681
11308,22.616,1,-9,4294377473
11309,22.618,-9,2,196599
11310,22.62,2,4,262146
11311,22.622,-5,3,262139
11312,22.624,0,1,65536
11313,22.626,1,-9,4294377473
11314,22.628,-1,-10,4294377471
11315,22.63,3,9,589827
11316,22.632,6,-5,4294639622
11317,22.634,-1,-8,4294508543
11318,22.636,7,-3,4294770695
11319,22.638,-1,-2,4294901759
11320,22.64,-1,6,458751
11321,22.642,6,6,393222
11322,22.644,-9,9,655351
11323,22.646,-8,-8,4294508536
11324,22.648,-7,3,262137
11325,22.65,8,-5,4294639624
11326,22.652,-1,3,262143
11327,22.654,2,-5,4294639618
11328,22.656,5,0,5
11329,22.658,7,-1,4294901767
11330,22.66,10,-8,4294443018
11331,22.662,1,-5,4294639617
11332,22.664,-2,-9,4294443006
11333,22.666,-5,6,458747
11334,22.668,-2,-3,4294836222
11335,22.67,3,-5,4294639619
11336,22.672,-1,-7,4294574079
11337,22.674,-2,-9,4294443006
11338,22.676,-9,2,196599
11339,22.678,-9,6,458743
11340,22.68,9,-2,4294836233
11341,22.682,3,2,131075
11342,22.684,-2,-10,4294377470
11343,22.686,-5,-8,4294508539
11344,22.688,-9,-7,4294574071
11345,22.69,7,0,7
11346,22.692,6,10,655366
11347,22.694,8,10,655368
11348,22.696,5,4,262149
11349,22.698,5,-7,4294508549
11350,22.7,3,-7,4294508547
11351,22.702,7,6,393223
11352,22.704,-1,6,458751
11353,22.706,-6,-6,4294639610
11354,22.708,10,5,327690
11355,22.71,-3,7,524285
11356,22.712,0,10,655360
11357,22.714,10,7,458762
11358,22.716,-5,-10,4294377467
11359,22.718,4,3,196612
11360,22.72,1,8,524289
11361,22.722,8,4,262152
11362,22.724,0,0,0
11363,22.726,-2,3,262142
11364,22.728,-7,9,655353
11365,22.73,-2,10,720894
11366,22.732,8,8,524296
11367,22.734,4,-6,4294574084
11368,22.736,-10,7,524278
11369,22.738,1,0,1
11370,22.74,8,8,524296
11371,22.742,-2,10,720894
11372,22.744,-5,0,65531
11373,22.746,9,4,262153
11374,22.748,-2,10,720894
11375,22.75,6,-1,4294901766
11376,22.752,4,-5,4294639620
11377,22.754,-4,2,196604
11378,22.756,-7,1,131065
11379,22.758,-2,-6,4294639614
11380,22.76,-7,-10,4294377465
11381,22.762,-2,-1,4294967294
11382,22.764,-1,6,458751
11383,22.766,5,-2,4294836229
11384,22.768,-1,-10,4294377471
11385,22.77,3,4,262147
11386,22.772,1,3,196609
11387,22.774,2,-8,4294443010
11388,22.776,10,-9,4294377482
11389,22.778,0,7,458752
11390,22.78,3,-7,4294508547
11391,22.782,-1,4,327679
11392,22.784,8,5,327688
11393,22.786,-9,-4,4294770679
11394,22.788,4,-1,4294901764
11395,22.79,2,-1,4294901762
11396,22.792,7,-3,4294770695
11397,22.794,10,3,196618
11398,22.796,0,6,393216
11399,22.798,9,1,65545
11400,22.8,7,-9,4294377479
11401,22.802,1,-1,4294901761
11402,22.804,1,4,262145
11403,22.806,-2,-2,4294901758
11404,22.808,-2,0,65534
11405,22.81,-7,7,524281
11406,22.812,9,-3,4294770697
11407,22.814,9,2,131081
11408,22.816,-1,-1,4294967295
11409,22.818,-3,10,720893
11410,22.82,9,-5,4294639625
11411,22.822,-2,6,458750
11412,22.824,-6,-3,4294836218
11413,22.826,-6,-2,4294901754
11414,22.828,0,10,655360
11415,22.83,-10,9,655350
11416,22.832,-6,-10,4294377466
11417,22.834,-4,6,458748
11418,22.836,8,-6,4294574088
11419,22.838,6,8,524294
11420,22.84,4,-6,4294574084
11421,22.842,0,-2,4294836224
11422,22.844,-2,-2,4294901758
11423,22.846,7,-1,4294901767
11424,22.848,0,4,262144
11425,22.85,2,6,393218
11426,22.852,6,-3,4294770694
11427,22.854,5,5,327685
11428,22.856,-2,-3,4294836222
11429,22.858,-3,5,393213
11430,22.86,-1,-3,4294836223
11431,22.862,0,7,458752
11432,22.864,9,-10,4294311945
11433,22.866,-2,9,655358
11434,22.868,7,0,7
11435,22.87,-8,8,589816
11436,22.872,6,10,655366
11437,22.874,3,-7,4294508547
11438,22.876,3,10,655363
11439,22.878,-7,2,196601
11440,22.88,-9,-6,4294639607
11441,22.882,-6,-9,4294443002
11442,22.884,10,-10,4294311946
11443,22.886,-3,2,196605
11444,22.888,10,-6,4294574090
11445,22.89,-5,-2,4294901755
11446,22.892,-2,1,131070
11447,22.894,9,-6,4294574089
11448,22.896,10,-7,4294508554
11449,22.898,10,9,589834
11450,22.9,6,8,524294
11451,22.902,0,5,327680
11452,22.904,1,2,131073
11453,22.906,-1,-1,4294967295
11454,22.908,-9,3,262135
11455,22.91,-1,-6,4294639615
11456,22.912,-4,-2,4294901756
11457,22.914,5,-5,4294639621
11458,22.916,-3,6,458749
11459,22.918,-9,8,589815
11460,22.92,-4,-5,4294705148
11461,22.922,10,-4,4294705162
11462,22.924,8,-8,4294443016
11463,22.926,1,5,327681
11464,22.928,-4,10,720892
11465,22.93,3,0,3
11466,22.932,8,4,262152
11467,22.934,9,10,655369
11468,22.936,1,10,655361
11469,22.938,-4,-3,4294836220
11470,22.94,2,-2,4294836226
11471,22.942,7,-6,4294574087
11472,22.944,-8,4,327672
11473,22.946,-1,10,720895
11474,22.948,7,0,7
11475,22.95,-9,-5,4294705143
11476,22.952,-10,-1,4294967286
11477,22.954,-9,-10,4294377463
11478,22.956,9,2,131081
11479,22.958,-2,-5,4294705150
11480,22.96,5,-6,4294574085
11481,22.962,-3,-2,4294901757
11482,22.964,4,-6,4294574084
11483,22.966,-4,-4,4294770684
11484,22.968,3,0,3
11485,22.97,4,5,327684
11486,22.972,-1,-5,4294705151
11487,22.974,6,-5,4294639622
11488,22.976,1,-10,4294311937
11489,22.978,4,-3,4294770692
11490,22.98,-5,-9,4294443003
11491,22.982,-9,-5,4294705143
11492,22.984,-5,5,393211
11493,22.986,-5,6,458747
11494,22.988,7,-5,4294639623
11495,22.99,9,-3,4294770697
11496,22.992,6,5,327686
11497,22.994,-6,-7,4294574074
11498,22.996,-3,2,196605
11499,22.998,8,-4,4294705160
11500,23,-7,-10,4294377465
11501,23.002,-2,3,262142
11502,23.004,8,-5,4294639624
11503,23.006,8,8,524296
11504,23.008,-1,-9,4294443007
11505,23.01,-1,-1,4294967295
11506,23.012,-1,-5,4294705151
11507,23.014,9,-10,4294311945
11508,23.016,-4,3,262140
11509,23.018,-6,-9,4294443002
11510,23.02,9,-6,4294574089
11511,23.022,-2,-2,4294901758
11512,23.024,-1,7,524287
11513,23.026,-4,5,393212
11514,23.028,10,9,589834
11515,23.03,3,0,3
11516,23.032,7,5,327687
11517,23.034,5,-6,4294574085
11518,23.036,-6,-1,4294967290
11519,23.038,-6,-10,4294377466
11520,23.04,-6,6,458746
11521,23.042,-1,-5,4294705151
11522,23.044,-5,3,262139
11523,23.046,0,-2,4294836224
11524,23.048,-9,-6,4294639607
11525,23.05,-1,10,720895
11526,23.052,-6,-2,4294901754
11527,23.054,10,-7,4294508554
11528,23.056,3,-6,4294574083
11529,23.058,-3,0,65533
11530,23.06,10,6,393226
11531,23.062,-10,-1,4294967286
11532,23.064,-6,-5,4294705146
11533,23.066,6,10,655366
11534,23.068,-1,5,393215
11535,23.07,-5,8,589819
11536,23.072,-4,-7,4294574076
11537,23.074,-3,9,655357
11538,23.076,-7,10,720889
11539,23.078,6,-3,4294770694
11540,23.08,-8,3,262136
11541,23.082,7,-8,4294443015
11542,23.084,-4,-10,4294377468
11543,23.086,-8,2,196600
11544,23.088,3,-6,4294574083
11545,23.09,-3,-1,4294967293
11546,23.092,9,9,589833
11547,23.094,-5,-3,4294836219
11548,23.096,6,1,65542
11549,23.098,-2,0,65534
11550,23.1,1,-2,4294836225
11551,23.102,5,-6,4294574085
11552,23.104,-2,-5,4294705150
11553,23.106,-1,-5,4294705151
11554,23.108,-5,-7,4294574075
11555,23.11,-1,-4,4294770687
11556,23.112,-6,-1,4294967290
11557,23.114,-2,-1,4294967294
11558,23.116,5,2,131077
11559,23.118,-10,-5,4294705142
11560,23.12,-2,-3,4294836222
11561,23.122,1,-10,4294311937
11562,23.124,10,-4,4294705162
11563,23.126,-1,-8,4294508543
11564,23.128,0,4,262144
11565,23.13,10,7,458762
11566,23.132,6,4,262150
11567,23.134,-6,7,524282
11568,23.136,-6,3,262138
11569,23.138,6,1,65542
11570,23.14,-5,3,262139
11571,23.142,10,8,524298
11572,23.144,0,4,262144
11573,23.146,-2,1,131070
11574,23.148,-6,0,65530
11575,23.15,7,3,196615
11576,23.152,10,3,196618
11577,23.154,-6,-2,4294901754
11578,23.156,-1,3,262143
11579,23.158,8,-8,4294443016
11580,23.16,-5,-8,4294508539
11581,23.162,0,2,131072
11582,23.164,3,-8,4294443011
11583,23.166,2,7,458754
11584,23.168,0,-5,4294639616
11585,23.17,0,-10,4294311936
11586,23.172,-8,5,393208
11587,23.174,-1,7,524287
11588,23.176,-3,2,196605
11589,23.178,4,-8,4294443012
11590,23.18,-6,-10,4294377466
11591,23.182,4,-2,4294836228
11592,23.184,-2,1,131070
11593,23.186,7,2,131079
11594,23.188,-6,10,720890
11595,23.19,-1,2,196607
11596,23.192,0,-4,4294705152
11597,23.194,-2,2,196606
11598,23.196,-1,4,327679
11599,23.198,2,10,655362
11600,23.2,6,-6,4294574086
11601,23.202,-4,1,131068
11602,23.204,-1,4,327679
11603,23.206,-2,-7,4294574078
11604,23.208,7,7,458759
11605,23.21,-2,10,720894
11606,23.212,-8,1,131064
11607,23.214,-7,6,458745
11608,23.216,-8,-7,4294574072
11609,23.218,-8,-10,4294377464
11610,23.22,-8,-8,4294508536
11611,23.222,-1,10,720895
11612,23.224,-2,-2,4294901758
11613,23.226,-6,-2,4294901754
11614,23.228,8,-9,4294377480
11615,23.23,-4,10,720892
11616,23.232,-5,-8,4294508539
11617,23.234,2,-8,4294443010
11618,23.236,-6,-10,4294377466
11619,23.238,1,-2,4294836225
11620,23.24,-8,1,131064
11621,23.242,7,8,524295
11622,23.244,-2,0,65534
11623,23.246,-5,-1,4294967291
11624,23.248,5,5,327685
11625,23.25,-5,-8,4294508539
11626,23.252,-6,7,524282
11627,23.254,-5,7,524283
11628,23.256,-3,7,524285
11629,23.258,6,10,655366
11630,23.26,4,-6,4294574084
11631,23.262,10,-6,4294574090
11632,23.264,8,3,196616
11633,23.266,-3,-3,4294836221
11634,23.268,9,4,262153
11635,23.27,-6,3,262138
11636,23.272,-1,-2,4294901759
11637,23.274,0,-5,4294639616
11638,23.276,-4,-10,4294377468
11639,23.278,8,10,655368
11640,23.28,9,-10,4294311945
11641,23.282,-7,2,196601
11642,23.284,7,-8,4294443015
11643,23.286,-8,-4,4294770680
11644,23.288,-3,4,327677
11645,23.29,10,-4,4294705162
11646,23.292,5,2,131077
11647,23.294,-3,1,131069
11648,23.296,4,-6,4294574084
11649,23.298,-10,8,589814
11650,23.3,3,8,524291
11651,23.302,1,-3,4294770689
11652,23.304,6,-2,4294836230
11653,23.306,-6,10,720890
11654,23.308,-7,9,655353
11655,23.31,6,-4,4294705158
11656,23.312,-3,6,458749
11657,23.314,-6,5,393210
11658,23.316,-6,-3,4294836218
11659,23.318,-6,-2,4294901754
11660,23.32,-6,-10,4294377466
11661,23.322,3,-6,4294574083
11662,23.324,-8,1,131064
11663,23.326,-6,-8,4294508538
11664,23.328,-7,6,458745
11665,23.33,7,-7,4294508551
11666,23.332,-4,0,65532
11667,23.334,-1,5,393215
11668,23.336,-6,9,655354
11669,23.338,-5,7,524283
11670,23.34,0,-3,4294770688
11671,23.342,-5,6,458747
11672,23.344,-9,9,655351
11673,23.346,8,6,393224
11674,23.348,2,10,655362
11675,23.35,4,1,65540
11676,23.352,0,3,196608
11677,23.354,-1,-9,4294443007
11678,23.356,6,10,655366
11679,23.358,-8,-2,4294901752
11680,23.36,-8,8,589816
11681,23.362,4,-9,4294377476
11682,23.364,3,9,589827
11683,23.366,1,10,655361
11684,23.368,7,0,7
11685,23.37,8,-8,4294443016
11686,23.372,-4,-3,4294836220
11687,23.374,10,2,131082
11688,23.376,-10,6,458742
11689,23.378,3,4,262147
11690,23.38,-4,-2,4294901756
11691,23.382,0,2,131072
11692,23.384,3,2,131075
11693,23.386,-4,4,327676
11694,23.388,9,7,458761
11695,23.39,4,3,196612
11696,23.392,9,7,458761
11697,23.394,-5,2,196603
11698,23.396,4,4,262148
11699,23.398,3,3,196611
11700,23.4,-3,3,262141
11701,23.402,-5,-6,4294639611
11702,23.404,-10,-2,4294901750
11703,23.406,9,7,458761
11704,23.408,10,-9,4294377482
11705,23.41,-5,-6,4294639611
11706,23.412,3,-7,4294508547
11707,23.414,-1,-8,4294508543
11708,23.416,-9,3,262135
11709,23.418,-3,7,524285
11710,23.42,-6,-1,4294967290
11711,23.422,6,-10,4294311942
11712,23.424,-9,-10,4294377463
11713,23.426,7,-3,4294770695
11714,23.428,-5,2,196603
11715,23.43,0,4,262144
11716,23.432,4,-1,4294901764
11717,23.434,5,-5,4294639621
11718,23.436,-5,-8,4294508539
11719,23.438,9,-2,4294836233
11720,23.44,-10,7,524278
11721,23.442,-10,0,65526
11722,23.444,5,1,65541
11723,23.446,-3,-10,4294377469
11724,23.448,-4,6,458748
11725,23.45,-6,-6,4294639610
11726,23.452,-7,5,393209
11727,23.454,8,9,589832
11728,23.456,-6,-9,4294443002
11729,23.458,3,1,65539
11730,23.46,-10,-5,4294705142
11731,23.462,0,7,458752
11732,23.464,2,2,131074
11733,23.466,0,-6,4294574080
11734,23.468,6,3,196614
11735,23.47,-10,-8,4294508534
11736,23.472,1,5,327681
11737,23.474,0,-2,4294836224
11738,23.476,9,3,196617
11739,23.478,3,-6,4294574083
11740,23.48,2,-1,4294901762
11741,23.482,9,1,65545
11742,23.484,-7,-4,4294770681
11743,23.486,-3,-6,4294639613
11744,23.488,-3,-7,4294574077
11745,23.49,-6,-5,4294705146
11746,23.492,0,6,393216
11747,23.494,2,-6,4294574082
11748,23.496,8,-6,4294574088
11749,23.498,-1,8,589823
11750,23.5,-3,0,65533
11751,23.502,10,-4,4294705162
11752,23.504,8,8,524296
11753,23.506,-1,-1,4294967295
11754,23.508,3,-5,4294639619
11755,23.51,10,-5,4294639626
11756,23.512,1,4,262145
11757,23.514,5,6,393221
11758,23.516,7,2,131079
11759,23.518,2,10,655362
11760,23.52,-8,2,196600
11761,23.522,-2,5,393214
11762,23.524,6,-10,4294311942
11763,23.526,-5,-1,4294967291
11764,23.528,8,-9,4294377480
11765,23.53,8,3,196616
11766,23.532,-3,-9,4294443005
11767,23.534,-4,-9,4294443004
11768,23.536,-2,10,720894
11769,23.538,3,-10,4294311939
11770,23.54,-10,5,393206
11771,23.542,8,7,458760
11772,23.544,0,-9,4294377472
11773,23.546,-5,3,262139
11774,23.548,-4,1,131068
11775,23.55,8,9,589832
11776,23.552,2,-6,4294574082
11777,23.554,-3,-2,4294901757
11778,23.556,8,-7,4294508552
11779,23.558,-3,-7,4294574077
11780,23.56,7,0,7
11781,23.562,-9,5,393207
11782,23.564,3,10,655363
11783,23.566,10,5,327690
