source_relative,destination_relative,source_sha256,destination_sha256,change_note
reports/t09/design/T09_FIXED007/package/vendor/libgmp.dll,matlab/source_snapshots/T09_FIXED007/vendor/libgmp.dll,ab1009697ee84a694f5833acb160366e4cdd1a66eb6502de283796a0451894e8,ab1009697ee84a694f5833acb160366e4cdd1a66eb6502de283796a0451894e8,exact byte copy
reports/t09/design/T09_FIXED007/package/vendor/libgmp.lib,matlab/source_snapshots/T09_FIXED007/vendor/libgmp.lib,e41c1a8d3634f8776dcf5f5904f905d66b7b8ada50057d567d32c759b8693409,e41c1a8d3634f8776dcf5f5904f905d66b7b8ada50057d567d32c759b8693409,exact byte copy
reports/t09/design/T09_FIXED007/package/vendor/libIp_xfft_v9_1_bitacc_cmodel.dll,matlab/source_snapshots/T09_FIXED007/vendor/libIp_xfft_v9_1_bitacc_cmodel.dll,698519d1fd637fec8146d8e063ec92c1f3115cc1a73570376a60f38c8947717a,698519d1fd637fec8146d8e063ec92c1f3115cc1a73570376a60f38c8947717a,exact byte copy
reports/t09/design/T09_FIXED007/package/vendor/libIp_xfft_v9_1_bitacc_cmodel.lib,matlab/source_snapshots/T09_FIXED007/vendor/libIp_xfft_v9_1_bitacc_cmodel.lib,f6bc1332100b881edd768ae5fc0bd544d8633ca2062fac6a68f560c9df7dc684,f6bc1332100b881edd768ae5fc0bd544d8633ca2062fac6a68f560c9df7dc684,exact byte copy
reports/t09/design/T09_FIXED007/package/vendor/make_xfft_v9_1_mex.m,matlab/source_snapshots/T09_FIXED007/vendor/make_xfft_v9_1_mex.m,b286b27ded554189e08e0d829bb05924d3c38f1017bc187de27bf8b84155de11,b286b27ded554189e08e0d829bb05924d3c38f1017bc187de27bf8b84155de11,exact byte copy
reports/t09/design/T09_FIXED007/package/vendor/run_bitacc_cmodel.c,matlab/source_snapshots/T09_FIXED007/vendor/run_bitacc_cmodel.c,afdf3a53867c02817607609215adf8423ed924cb89761d96cd0adb9725510c09,afdf3a53867c02817607609215adf8423ed924cb89761d96cd0adb9725510c09,exact byte copy
reports/t09/design/T09_FIXED007/package/vendor/run_xfft_v9_1_mex.m,matlab/source_snapshots/T09_FIXED007/vendor/run_xfft_v9_1_mex.m,e68369be7ae56e06d7e38e5dcc2f3f6b62495d099762aeff8d9624caeaf02892,e68369be7ae56e06d7e38e5dcc2f3f6b62495d099762aeff8d9624caeaf02892,exact byte copy
reports/t09/design/T09_FIXED007/package/vendor/xfft_v9_1_bitacc_cmodel.h,matlab/source_snapshots/T09_FIXED007/vendor/xfft_v9_1_bitacc_cmodel.h,24a4a8703ae8210a8e900803017977744c4ad10a5bc62a59bc4957e41c41b75e,24a4a8703ae8210a8e900803017977744c4ad10a5bc62a59bc4957e41c41b75e,exact byte copy
reports/t09/design/T09_FIXED007/package/vendor/xfft_v9_1_bitacc_mex.cpp,matlab/source_snapshots/T09_FIXED007/vendor/xfft_v9_1_bitacc_mex.cpp,e76f30f764bb0f8d8a05049ba16bbcfe9cfabf9430607fcf4db320e715e5d5d1,e76f30f764bb0f8d8a05049ba16bbcfe9cfabf9430607fcf4db320e715e5d5d1,exact byte copy
reports/t09/design/T09_FIXED007/package/inputs/stats_041_nodes.mat,matlab/source_snapshots/T09_FIXED007/inputs/stats_041_nodes.mat,46f38a9eb33451e3af3a5abe231b7eb661ce67632a7e86d21e25f55a9d0bec35,46f38a9eb33451e3af3a5abe231b7eb661ce67632a7e86d21e25f55a9d0bec35,exact byte copy
reports/t09/design/T09_FIXED007/package/inputs/stats_041_result.json,matlab/source_snapshots/T09_FIXED007/inputs/stats_041_result.json,271886a6c8e51a31b227db4b2df68d063437b549d7c61409afd75b833a1da107,271886a6c8e51a31b227db4b2df68d063437b549d7c61409afd75b833a1da107,exact byte copy
reports/t09/design/T09_FIXED007/package/inputs/stats_091_nodes.mat,matlab/source_snapshots/T09_FIXED007/inputs/stats_091_nodes.mat,668aec2359cc2fe12c841643f7bfb4b5d833cdf608fff9f88b7acd44a9c65a18,668aec2359cc2fe12c841643f7bfb4b5d833cdf608fff9f88b7acd44a9c65a18,exact byte copy
reports/t09/design/T09_FIXED007/package/inputs/stats_091_result.json,matlab/source_snapshots/T09_FIXED007/inputs/stats_091_result.json,ccd042224bc793d67123831ea4cd3a792280c857c0c9322aac8d8d22625454ea,ccd042224bc793d67123831ea4cd3a792280c857c0c9322aac8d8d22625454ea,exact byte copy
reports/t09/design/T09_FIXED007/package/inputs/stats_271_nodes.mat,matlab/source_snapshots/T09_FIXED007/inputs/stats_271_nodes.mat,0ccf226a259c1d019a03481b3ab8b762d3f247bcd2532e3cc62cb146c56b4ff2,0ccf226a259c1d019a03481b3ab8b762d3f247bcd2532e3cc62cb146c56b4ff2,exact byte copy
reports/t09/design/T09_FIXED007/package/inputs/stats_271_result.json,matlab/source_snapshots/T09_FIXED007/inputs/stats_271_result.json,1c0efa61d4bff1fc9601fe06f27002b2ad8232f65e5b4611d78b22c4d1c6469a,1c0efa61d4bff1fc9601fe06f27002b2ad8232f65e5b4611d78b22c4d1c6469a,exact byte copy
reports/t09/design/T09_FIXED007/package/inputs/stats_291_nodes.mat,matlab/source_snapshots/T09_FIXED007/inputs/stats_291_nodes.mat,888fce09d4efe7817c054ab57339bca9a9e732b38377f5c5d3ae63de7331e811,888fce09d4efe7817c054ab57339bca9a9e732b38377f5c5d3ae63de7331e811,exact byte copy
reports/t09/design/T09_FIXED007/package/inputs/stats_291_result.json,matlab/source_snapshots/T09_FIXED007/inputs/stats_291_result.json,e1b6726a4f25ea147c17ff684e3d40bd9afd3854aa0e6c4c2a01c21e87b11db0,e1b6726a4f25ea147c17ff684e3d40bd9afd3854aa0e6c4c2a01c21e87b11db0,exact byte copy
reports/t09/design/T09_FIXED007/package/inputs/frame_6001_nodes.mat,matlab/source_snapshots/T09_FIXED007/inputs/frame_6001_nodes.mat,dd6c7ba111a07b68c9e8d7c1d7ec85f8e0ac04bad20754dd82d53915bff7bf08,dd6c7ba111a07b68c9e8d7c1d7ec85f8e0ac04bad20754dd82d53915bff7bf08,exact byte copy
reports/t09/design/T09_FIXED007/package/inputs/frame_6001_result.json,matlab/source_snapshots/T09_FIXED007/inputs/frame_6001_result.json,28c946df1d53d421e6a9b8c921a44638597d3e6ec42df47ebc33072adc29b876,28c946df1d53d421e6a9b8c921a44638597d3e6ec42df47ebc33072adc29b876,exact byte copy
reports/t09/design/T09_FIXED007/package/inputs/frame_6006_nodes.mat,matlab/source_snapshots/T09_FIXED007/inputs/frame_6006_nodes.mat,9651d90fd94557d5392041ef232cbe986a58d5286efd618ba8a91bad64fb9165,9651d90fd94557d5392041ef232cbe986a58d5286efd618ba8a91bad64fb9165,exact byte copy
reports/t09/design/T09_FIXED007/package/inputs/frame_6006_result.json,matlab/source_snapshots/T09_FIXED007/inputs/frame_6006_result.json,c5c34d24d6f5d67b20655f1d91c4c7837dabdc700b775d2bbf335836dcdee2f7,c5c34d24d6f5d67b20655f1d91c4c7837dabdc700b775d2bbf335836dcdee2f7,exact byte copy
reports/t09/design/T09_FIXED007/package/inputs/frame_6010_nodes.mat,matlab/source_snapshots/T09_FIXED007/inputs/frame_6010_nodes.mat,b397a62f6adde34f185a3dffd42439e53161dad88be645864079de58680478fa,b397a62f6adde34f185a3dffd42439e53161dad88be645864079de58680478fa,exact byte copy
reports/t09/design/T09_FIXED007/package/inputs/frame_6010_result.json,matlab/source_snapshots/T09_FIXED007/inputs/frame_6010_result.json,82ee7b8e660e0f578f3740b8b98e353369c999c92e975a1d44bde8f1629cea20,82ee7b8e660e0f578f3740b8b98e353369c999c92e975a1d44bde8f1629cea20,exact byte copy
reports/t09/design/T09_FIXED007/package/inputs/frame_6011_nodes.mat,matlab/source_snapshots/T09_FIXED007/inputs/frame_6011_nodes.mat,437fdce11a6eabe6989c8b2a471ee9dedda0c1c1267090dbdcd5c9691c65ec29,437fdce11a6eabe6989c8b2a471ee9dedda0c1c1267090dbdcd5c9691c65ec29,exact byte copy
reports/t09/design/T09_FIXED007/package/inputs/frame_6011_result.json,matlab/source_snapshots/T09_FIXED007/inputs/frame_6011_result.json,0aea1e90cf1017d237961bc266ea5712e5090e301f9fb73b53d6199a6f1aa7d6,0aea1e90cf1017d237961bc266ea5712e5090e301f9fb73b53d6199a6f1aa7d6,exact byte copy
reports/t09/design/T09_FIXED007/package/study.json,matlab/source_snapshots/T09_FIXED007/study.json,f8ffd1ea1090733edc0ef1074c843045c53050736ec08836bca09d7879859887,f8ffd1ea1090733edc0ef1074c843045c53050736ec08836bca09d7879859887,exact byte copy
reports/t09/design/T09_FIXED007/package/controls/main_job_0.npz,matlab/source_snapshots/T09_FIXED007/controls/main_job_0.npz,94548f1f3b612248f9f69fe9d1f14755ea4b99f4fb800bfe1fa4e188647433b9,94548f1f3b612248f9f69fe9d1f14755ea4b99f4fb800bfe1fa4e188647433b9,exact byte copy
reports/t09/design/T09_FIXED007/package/controls/main_job_7.npz,matlab/source_snapshots/T09_FIXED007/controls/main_job_7.npz,4dc48876298cf1170bf46d9f09b7a4d8c83f001d42853d273efb8080c2f9937c,4dc48876298cf1170bf46d9f09b7a4d8c83f001d42853d273efb8080c2f9937c,exact byte copy
reports/t09/design/T09_FIXED007/package/controls/main_job_355.npz,matlab/source_snapshots/T09_FIXED007/controls/main_job_355.npz,c8e258918ab59ab6d3d7a997fea7ef1893ba84325a50b46ef2522ef0b533b883,c8e258918ab59ab6d3d7a997fea7ef1893ba84325a50b46ef2522ef0b533b883,exact byte copy
reports/t09/design/T09_FIXED007/package/controls/main_job_711.npz,matlab/source_snapshots/T09_FIXED007/controls/main_job_711.npz,ae862147ada35abc14ef8da7e8714625969d55f52fef12cc993efcdf349507b3,ae862147ada35abc14ef8da7e8714625969d55f52fef12cc993efcdf349507b3,exact byte copy
reports/t09/design/T09_FIXED007/package/evidence/T06_OFFICIAL_FFT_COMPLETION.json,matlab/source_snapshots/T09_FIXED007/evidence/T06_OFFICIAL_FFT_COMPLETION.json,ceb3a454ca6be64c9f1b12c097e491a7cdaa6c597b5544527b118d7df264f108,ceb3a454ca6be64c9f1b12c097e491a7cdaa6c597b5544527b118d7df264f108,exact byte copy
reports/t09/design/T09_FIXED007/package/evidence/T06_ARTIFACT_MANIFEST.csv,matlab/source_snapshots/T09_FIXED007/evidence/T06_ARTIFACT_MANIFEST.csv,9f1004e75805b8a8b3c0b45eb397037b0990580b5b8692506550bd839edd97f9,9f1004e75805b8a8b3c0b45eb397037b0990580b5b8692506550bd839edd97f9,exact byte copy
reports/t09/design/T09_FIXED007/package/evidence/main_fft.xci,matlab/source_snapshots/T09_FIXED007/evidence/main_fft.xci,c7a24575616c9a8b755f56030e9e9e06f84de13369213eb2c1fadb6811bc82ac,c7a24575616c9a8b755f56030e9e9e06f84de13369213eb2c1fadb6811bc82ac,exact byte copy
reports/t09/design/T09_FIXED007/package/controls/aux_frame_0.npz,matlab/source_snapshots/T09_FIXED007/controls/aux_frame_0.npz,b554ed933a8fa0a6b5d2e7ca041058d216463735a6b43d0e52c95a741c2b6ad7,b554ed933a8fa0a6b5d2e7ca041058d216463735a6b43d0e52c95a741c2b6ad7,exact byte copy
reports/t09/design/T09_FIXED007/package/controls/aux_frame_1.npz,matlab/source_snapshots/T09_FIXED007/controls/aux_frame_1.npz,d81a18eaf01d4016ee0746dd26ac5a19c739b3e0789e0c0717122055db0793f6,d81a18eaf01d4016ee0746dd26ac5a19c739b3e0789e0c0717122055db0793f6,exact byte copy
reports/t09/design/T09_FIXED007/package/controls/aux_frame_2.npz,matlab/source_snapshots/T09_FIXED007/controls/aux_frame_2.npz,2777d3ebb04d10e72edf373622cdc32aa0623ad2fc12bbb25bb3c189db726942,2777d3ebb04d10e72edf373622cdc32aa0623ad2fc12bbb25bb3c189db726942,exact byte copy
reports/t09/design/T09_FIXED007/package/controls/aux_frame_3.npz,matlab/source_snapshots/T09_FIXED007/controls/aux_frame_3.npz,4a903e514e63f4f4ca273de2f94b8ea4c376dec7e00c6d12352dc0cb87228312,4a903e514e63f4f4ca273de2f94b8ea4c376dec7e00c6d12352dc0cb87228312,exact byte copy
reports/t09/design/T09_FIXED007/package/controls/aux_frame_4.npz,matlab/source_snapshots/T09_FIXED007/controls/aux_frame_4.npz,9f716f80369e8dfe1eb303452dcf6f38f40f7216567689ed32e727843bfee79f,9f716f80369e8dfe1eb303452dcf6f38f40f7216567689ed32e727843bfee79f,exact byte copy
reports/t09/design/T09_FIXED007/package/controls/aux_frame_5.npz,matlab/source_snapshots/T09_FIXED007/controls/aux_frame_5.npz,130018cf11dce5355b91bcc34e62d227186fa0ed13a33fa81baeea62a53410fd,130018cf11dce5355b91bcc34e62d227186fa0ed13a33fa81baeea62a53410fd,exact byte copy
reports/t09/design/T09_FIXED007/package/controls/aux_frame_6.npz,matlab/source_snapshots/T09_FIXED007/controls/aux_frame_6.npz,b5f9861746b3214dc0b7a486b59f3ac7c49bab0c53a66fa23ecbba4d73559384,b5f9861746b3214dc0b7a486b59f3ac7c49bab0c53a66fa23ecbba4d73559384,exact byte copy
reports/t09/design/T09_FIXED007/package/controls/aux_frame_7.npz,matlab/source_snapshots/T09_FIXED007/controls/aux_frame_7.npz,d1c981bfb71c9fedddf3e21cc2be199849953b2d5387cd813649bffc2bb3de64,d1c981bfb71c9fedddf3e21cc2be199849953b2d5387cd813649bffc2bb3de64,exact byte copy
reports/t09/design/T09_FIXED007/package/evidence/aux_auxiliary_fft_vector_manifest.csv,matlab/source_snapshots/T09_FIXED007/evidence/aux_auxiliary_fft_vector_manifest.csv,e8dd093aad921313c462f16aea1efba2aa68f1de29781fbd750e5f6e58c93bb1,e8dd093aad921313c462f16aea1efba2aa68f1de29781fbd750e5f6e58c93bb1,exact byte copy
reports/t09/design/T09_FIXED007/package/evidence/aux_auxiliary_fft_matlab_rtl_metrics.csv,matlab/source_snapshots/T09_FIXED007/evidence/aux_auxiliary_fft_matlab_rtl_metrics.csv,7087419658a62cf60d47849b58ec91aa661f9dfceaf3cc48881376bfebbdcde6,7087419658a62cf60d47849b58ec91aa661f9dfceaf3cc48881376bfebbdcde6,exact byte copy
reports/t09/design/T09_FIXED007/package/evidence/aux_T03_AUX_XFFT_MATLAB_RTL_COMPARE_PASS.txt,matlab/source_snapshots/T09_FIXED007/evidence/aux_T03_AUX_XFFT_MATLAB_RTL_COMPARE_PASS.txt,efe4764dcb81a5023770bf94d9b507396ad5634d4a4f6bc4f1924c49adfe4dbd,efe4764dcb81a5023770bf94d9b507396ad5634d4a4f6bc4f1924c49adfe4dbd,exact byte copy
reports/t09/design/T09_FIXED007/package/evidence/aux_automatic_final_gate.txt,matlab/source_snapshots/T09_FIXED007/evidence/aux_automatic_final_gate.txt,b9c6c3134bbd689315e469b497ea236329dcf06ab65f395422ac82a2f5231746,b9c6c3134bbd689315e469b497ea236329dcf06ab65f395422ac82a2f5231746,exact byte copy
reports/t09/design/T09_FIXED007/package/controls/controls.json,matlab/source_snapshots/T09_FIXED007/controls/controls.json,4c87252084dc0970b661d9dec34b788946fb8428a9f5d5b433605155d8b182d4,4c87252084dc0970b661d9dec34b788946fb8428a9f5d5b433605155d8b182d4,exact byte copy
reports/t09/design/T09_FIXED007/package/evidence/build_t09_fixed007_package.py,matlab/source_snapshots/T09_FIXED007/evidence/build_t09_fixed007_package.py,fb526ef2fb8e9a172967e45500b3407707999f18e1dd3fb5422f1df9e6ece188,fb526ef2fb8e9a172967e45500b3407707999f18e1dd3fb5422f1df9e6ece188,exact byte copy
reports/t09/design/T09_FIXED007/package/manifest.json,matlab/source_snapshots/T09_FIXED007/manifest.json,e832269851a8bea21a8039035bbf1fa58e350f6ead3ce77803b8a48d80715361,5b61d0562d06ce31dd94172261df979301af0cc4002641bb3004b04281dad7a5,local manifest rebind for sole Python import-path adaptation; source manifest preserved below
reports/t09/execution/T09_CLOSED002_rev02/attempt_20260908T211456489Z_luna/results/case_001/raw_input.mat,matlab/data/full023_case6001/raw_input.mat,3a185ee92a7ca721aa654bfad5b0824fecfcc729885a4b87122429fd5a1fae4e,3a185ee92a7ca721aa654bfad5b0824fecfcc729885a4b87122429fd5a1fae4e,exact byte copy
reports/t09/execution/T09_CLOSED002_rev02/attempt_20260908T211456489Z_luna/results/case_001/first_resampled.mat,matlab/data/full023_case6001/first_resampled.mat,b3fa71d6db59ddaefe980531761f15d44c9ef439bff03d2639020cd2d3e36f75,b3fa71d6db59ddaefe980531761f15d44c9ef439bff03d2639020cd2d3e36f75,exact byte copy
reports/t09/execution/T09_CLOSED002_rev02/attempt_20260908T211456489Z_luna/results/case_001/second_z2.mat,matlab/data/full023_case6001/second_z2.mat,60eb55aa1229f0cf88037723b8380c1e049d6a4dc24e65bab7441d64806729a9,60eb55aa1229f0cf88037723b8380c1e049d6a4dc24e65bab7441d64806729a9,exact byte copy
reports/t09/execution/T09_CLOSED002_rev02/attempt_20260908T211456489Z_luna/results/case_001/first_nodes.mat,matlab/data/full023_case6001/first_nodes.mat,dd6c7ba111a07b68c9e8d7c1d7ec85f8e0ac04bad20754dd82d53915bff7bf08,dd6c7ba111a07b68c9e8d7c1d7ec85f8e0ac04bad20754dd82d53915bff7bf08,exact byte copy
reports/t09/execution/T09_CLOSED002_rev02/attempt_20260908T211456489Z_luna/results/case_001/source_descriptor.mat,matlab/data/full023_case6001/source_descriptor.mat,abe06b385f10ef22dca702710a41fc2d2473fd730a21b1d1b90f99381971b19d,abe06b385f10ef22dca702710a41fc2d2473fd730a21b1d1b90f99381971b19d,exact byte copy
reports/t09/execution/T09_CLOSED002_rev02/attempt_20260908T211456489Z_luna/results/case_001/source_descriptor.json,matlab/data/full023_case6001/source_descriptor.json,0af64e380071f4cbdba81d4711931a02d8302b7047c5e6bc76156cc134c0e76c,0af64e380071f4cbdba81d4711931a02d8302b7047c5e6bc76156cc134c0e76c,exact byte copy
reports/t09/execution/T09_CLOSED002_rev02/attempt_20260908T211456489Z_luna/results/case_001/input_identity.json,matlab/data/full023_case6001/input_identity.json,495f4cfb31b9da3e6c7b05daa82f32259f54f5256a5a8684b72d22fdd9caff7c,495f4cfb31b9da3e6c7b05daa82f32259f54f5256a5a8684b72d22fdd9caff7c,exact byte copy
reports/t09/execution/T09_CLOSED002_rev02/attempt_20260908T211456489Z_luna/results/case_001/first_resample_complete.json,matlab/data/full023_case6001/first_resample_complete.json,5e3224ad272d85390a2b770f7e09cd1e9d49c96e6bf77a105dea36df655220cd,5e3224ad272d85390a2b770f7e09cd1e9d49c96e6bf77a105dea36df655220cd,exact byte copy
reports/t09/execution/T09_CLOSED002_rev02/attempt_20260908T211456489Z_luna/results/case_001/second_z2_complete.json,matlab/data/full023_case6001/second_z2_complete.json,261814591de9b4347f91fdb26d8025624c4a1647e5609f03dad44502aa50bc75,261814591de9b4347f91fdb26d8025624c4a1647e5609f03dad44502aa50bc75,exact byte copy
reports/t09/execution/T09_CLOSED002_rev02/attempt_20260908T211456489Z_luna/results/case_001/raw_input_checkpoint.json,matlab/data/full023_case6001/raw_input_checkpoint.json,778606a331beb94fa2a65fcb96e221a4094c3a710fc1bfcc39b6e260214f0ea5,778606a331beb94fa2a65fcb96e221a4094c3a710fc1bfcc39b6e260214f0ea5,exact byte copy
reports/t10/design/T10_FULL023/package/fixtures/provenance.json,matlab/data/full023_case6001/full023_fixture_provenance.json,25e1b9c25b7430b8121a54a03e90b1fe906a8c626af2455a529821a510e29c71,25e1b9c25b7430b8121a54a03e90b1fe906a8c626af2455a529821a510e29c71,exact byte copy
reports/t10/design/T10_FULL023/package/evidence/t09_fixed007_case006.json,matlab/data/full023_case6001/t09_fixed007_case006.json,f9e4a340c5b2ddc8954a2dff62bf2eb3affdb043f8b4c8b2b4a0bc6bfab4f098,f9e4a340c5b2ddc8954a2dff62bf2eb3affdb043f8b4c8b2b4a0bc6bfab4f098,exact byte copy
reports/t10/design/T10_FULL023/JOB.json,matlab/provenance/FULL023_ORIGINAL_JOB.json,e872dd3ad8478782f785bbf4f1f102219e0bd37efdd6e002865b47592926d8a1,e872dd3ad8478782f785bbf4f1f102219e0bd37efdd6e002865b47592926d8a1,exact byte copy
reports/t10/design/T10_FULL023/package/PROVENANCE.json,matlab/provenance/FULL023_ORIGINAL_PROVENANCE.json,f1ca42bf80af3bc36c79b890e5bb0e3c6a551a62f28142d4307e4a76d3614fa6,f1ca42bf80af3bc36c79b890e5bb0e3c6a551a62f28142d4307e4a76d3614fa6,exact byte copy
reports/t09/design/T09_CLOSED002_rev02/INDEPENDENT_REVIEW.json,matlab/provenance/CLOSED002_REVIEW.json,e8b3e2ae265fae0e27ac4e1569ce9e787ca0e93e36ce9c73f946faeb233149c8,e8b3e2ae265fae0e27ac4e1569ce9e787ca0e93e36ce9c73f946faeb233149c8,exact byte copy
reports/t09/design/T09_FIXED007/INDEPENDENT_REVIEW.json,matlab/provenance/FIXED007_REVIEW.json,685cdb91d0abf9d4f6698ab55f7e5aefa4545f7c978a83a3c33a803cb3792da1,685cdb91d0abf9d4f6698ab55f7e5aefa4545f7c978a83a3c33a803cb3792da1,exact byte copy
reports/t09/design/T09_FIXED007/package/manifest.json,matlab/provenance/FIXED007_ORIGINAL_MANIFEST.json,e832269851a8bea21a8039035bbf1fa58e350f6ead3ce77803b8a48d80715361,e832269851a8bea21a8039035bbf1fa58e350f6ead3ce77803b8a48d80715361,exact byte copy
,matlab/setup_t10_reference.m,,ec4cd77863cb09bf9551a9e01e3c131eb0d8f830c7d29a49a5564feb7f58ec6a,new navigation/inspection helper; snapshot-relative paths; no algorithm and no experiment executed
,matlab/inspect_full023_reference.m,,f9f87968eb288d973fdde84e731bbe0cfb082893085af5633603ca00763ae561,new navigation/inspection helper; no algorithm and no experiment executed
,docs/MATLAB_REFERENCE_GUIDE_ZH.md,,ee244bdf0ff3142dac481f2e43513dfb842bb99ad814ada54fc31d52a2f44670,new Chinese reference/navigation documentation; no experiment executed
,matlab/README_ZH.md,,f0d31974618d116ccb894061b310b5511143f80f6c6de9e409b6039b72c97e01,new Chinese reference/navigation documentation; no experiment executed
